종목명,제목_전처리,sentiment_binary
한화솔루션,오늘 엔비가 분기점 살려냈네,1
한화솔루션,엔비디아 덕좀 보겟군,1
한화솔루션,드디어 하한가 가는구나,1
한화솔루션,상한가 상한가,-1
한화솔루션,럼프 앱스타인문제로 일났음,1
한화솔루션,원전단가 전기요금덤핑으로 한국 태양광 풍력산업,1
한화솔루션,내일,-1
한화솔루션,형님들 야수에 심장으로,1
한화솔루션,정책 쏟아지네요 이제 태양광이 대장,1
한화솔루션,안티 발악하네,-1
한화솔루션,낼 나스닥 빠지면,-1
한화솔루션,분봉 선 대로 뚫고 선 불,1
한화솔루션,현대에너지가 국산화지,1
한화솔루션,생산세액공제가 실질적인 한방이다,1
한화솔루션,강력 추진하면 만원은 금방 회복한다,1
한화솔루션,호재 뉴스정리,-1
한화솔루션,근데 이거 뉴스를 제대로 읽어보셈,1
한화솔루션,어쨌든 저평가 구간,-1
한화솔루션,수급 더 꼬이겠다,-1
한화솔루션,Oci는 꿈쩍도 안하네,1
한화솔루션,단독뉴스 태양광 수입 줄인다 정부 업,1
한화솔루션,그냥 허접한 재료기사같다,1
한화솔루션,동호회 들어왔다 나가냐,1
JB금융지주,시중은행 으로 전환 하고 싶다고 사명 바꾼다는,1
JB금융지주,페퍼저축은행 인수 추진,1
JB금융지주,저평가이면서 배당도 기대,1
JB금융지주,jb금융지주 배당금,1
JB금융지주,오늘 유일하게 빨간불,1
JB금융지주,다음주 자사주 소각 차 상법개정안 발의 예정,1
JB금융지주,평단 원 오늘 일부 매도합니다,1
JB금융지주,AI 요약 JB금융지주 유안타증권 주관,1
JB금융지주,힘들게 탈출했습니다,1
JB금융지주,주 월 일 자사주 매입시작,1
JB금융지주,배당분리과세 자사주 소각 유일하게 중복 수혜받,1
JB금융지주,자사주 매입이 조금 늦게 시작되는데,1
JB금융지주,월 자사주 소각 배당 분리과세 유일 중복,1
JB금융지주,이상 상승했어요,-1
JB금융지주,수정 약 만주 월 날짜 소각,1
JB금융지주,내일은 주식 소각일 이네요,1
JB금융지주,새로운 리서치가 있어요,1
JB금융지주,JB금융지주 힘좀내보자,1
JB금융지주,메리츠,-1
JB금융지주,앞으로 발표될 이벤트들이 JB금융지주에 어떤,1
JB금융지주,장 요약 지방금융 육성정책,1
JB금융지주,AI 요약 JB금융지주 년 분기,1
JB금융지주,만천원 매수로 상향 한화투자,1
JB금융지주,실적 좋게 나왔네요,1
JB금융지주,AI 요약 주 JB금융지주 현금 현물배,1
JB금융지주,AI 요약 주 JB금융지주 자기주식취득,1
JB금융지주,삼양 묻은거는 걸러라,1
JB금융지주,BNK JB iM 카뱅 분기 실적 예측,1
JB금융지주,캄보디아 프린스에서 돈 빼가기 전에 내 돈부터,1
JB금융지주,최신AI가 분석한 JB금융지주 분석내용,1
JB금융지주,장투,-1
JB금융지주,JB금융지주 주가 전망 차트분석 조정 받고,1
JB금융지주,공매들아 복창해라,1
JB금융지주,대단한 주주들이다,-1
JB금융지주,선배님들 혹시 다른 금융주 어떤거 들고계신가,1
JB금융지주,마트에 설치된 ATM 고장 잘난다,1
JB금융지주,배당금 만원,-1
JB금융지주,분기 배당금 지급일 이네요,1
JB금융지주,내년 도금고 농협에 뺏기긋노,1
JB금융지주,외국인 공매도 편에 선 이재명 정부,1
JB금융지주,JB금융지주 말고 시디즈 상갈듯,1
JB금융지주,원칙없는 증권거래세 원복 반대 청원,1
JB금융지주,JB금융지주 빨간불 켜보자잉,1
JB금융지주,쌍바닥 확인 후 오늘 입성,1
JB금융지주,JB금융지주 힘좀내보자 아따,1
JB금융지주,jb글로벌 인베스터 데이 리뷰 연차 주,1
JB금융지주,간만에 왔네,-1
JB금융지주,오늘 샀어요,-1
JB금융지주,월 일 주식소각 했네요,1
JB금융지주,JB의 금융지주,1
JB금융지주,이제는 배당소득세를 제대로 바꿀 때입니다,1
JB금융지주,다 좋은데 부채높은 이유가 뭐죠,1
JB금융지주,JB금융 KB부코핀 에이젠 인수 리뷰 년,1
JB금융지주,배당소득 분리과세 과표구간과 세율 관련 청원진행,1
JB금융지주,코스피 붕괴를 막기위해 청원에 동의해주세요,1
JB금융지주,청원하러 가자요,-1
JB금융지주,이상 하락했어요,-1
JB금융지주,튀엇,-1
JB금융지주,분기 증권사 전체 리포트 분석 년차 주주,1
JB금융지주,조으옷밥 금융지주,1
JB금융지주,찢 한마디에,-1
JB금융지주,주식소각 언제하는거죠,1
JB금융지주,jb금융 분기 컨콜 리뷰,1
JB금융지주,jb금융분석 년차 주주,1
JB금융지주,JB금융지주 주가 전망 배당금 정보,1
JB금융지주,제의 메리츠금융지주 되가는중이군요,1
JB금융지주,주 JB금융지주가 현금 현물배당을 위한 주주명,1
JB금융지주,JB금융지주가 자기주식취득 신탁계약을 체결했어요,1
JB금융지주,에 사서 에 팔았는데,1
JB금융지주,일본계 한국남부곡창지대장악,1
JB금융지주,한화투자증권 김도하연구원 쓰레기 레포트,1
JB금융지주,좌파관련주 가즈아,1
JB금융지주,부산bnk vs jb금융지주,1
JB금융지주,좌파의성지 도와주세요,1
JB금융지주,제비금융,-1
JB금융지주,실적 제일 구릴거같은데,1
JB금융지주,Jb 월 일 주식소각 예정,1
JB금융지주,주 JB금융지주가 자기주식취득 신탁계약 해지를,1
JB금융지주,왜이렇게 오르나요 불타기 해도되나요 기다,1
JB금융지주,호가창 주만으로 하한가 장난질,1
JB금융지주,만 초중반때,-1
JB금융지주,jb 외국계 분석 글,1
JB금융지주,저도 입성했습니다,1
JB금융지주,오늘 입성했습니다,1
JB금융지주,주주 인증한 투자자들 수익률이,1
JB금융지주,년 그래프 너무 이쁘당,1
JB금융지주,jb금융지주 살껄,1
JB금융지주,혼자 전쟁났냐,-1
JB금융지주,배당 분리과세 수혜종목,1
JB금융지주,삭제된 게시물의 답글 평단 원 주주인데,1
JB금융지주,주식담보대출 신용 금리이벤트,1
JB금융지주,국내 은행주 TOP 비교 분석 년,1
JB금융지주,시가배당률 높은 고배당 우량주 TOP,1
JB금융지주,JB금융지주 보단 금비 무상증자,1
JB금융지주,이번 배당에 왜 세금 안떼가나요,1
JB금융지주,이제가자,-1
JB금융지주,수익률,-1
JB금융지주,배당금 입금,-1
JB금융지주,안착해줘,-1
JB금융지주,jjb 동업자님들 한번 읽어 보세요,1
JB금융지주,읽어보세요,-1
JB금융지주,왜이리 조용한가,1
JB금융지주,이 놈이 개사기인게,1
JB금융지주,JB금융지주 보단 시디즈 무상증자,1
JB금융지주,JB 상승을 기다리며,1
JB금융지주,실적쇼크로 읽는가보네,1
JB금융지주,하나금융지주를 샀어야했는데,1
JB금융지주,실적 쇼크 나왔다,-1
JB금융지주,대주주가 상장사 삼양사 맞나,1
JB금융지주,needtimeprob,1
JB금융지주,년 분기 은행 및 금융지주 실적 분석 주,1
JB금융지주,NXT 없애라 지발,1
JB금융지주,jJB 금융지주,-1
JB금융지주,배당금 언제 주나요,1
JB금융지주,혼자만 떨어지고,-1
JB금융지주,제의 메리츠는 절대못감,1
JB금융지주,사이드카 보다 중요한 것,1
JB금융지주,JB금융지주 보다 시디즈 무증발표,1
JB금융지주,제 의 메리츠 가보자,1
JB금융지주,분기배당은,-1
JB금융지주,배당기준일 변경,1
JB금융지주,일이 배당락인가요,1
JB금융지주,일본을 보면서 타산지석을 삼아야,1
JB금융지주,비대면 계좌개설 뭐같네,1
JB금융지주,배당락언제죠,-1
JB금융지주,세대 절반은 국민연금 폐지 원한다,1
JB금융지주,선울봐서는,-1
JB금융지주,오버행 우려보다는 주주환원 확대 규모에 더 주목,1
JB금융지주,JB 톡방까지 잠잠,1
JB금융지주,JB금융지주 단톡방 내가만듬,1
JB금융지주,금융주도 정치권 영향이 있나요,1
JB금융지주,배당금,-1
JB금융지주,JB금융지주 주주고 활성화된 단톡없어서 내가만듬,1
JB금융지주,PBR 보다는 TSR로 접근,1
JB금융지주,외인들이 끊임없이 팔았네요 지속적으로,1
JB금융지주,떨어지는 공포를 희망으로 잡다간 남는것은 녹아나는,1
JB금융지주,이거 신종 IT기업,1
JB금융지주,삼성메모리는 와신상담,1
JB금융지주,만원 달성 예언 성공,1
JB금융지주,무섭다 무서워,-1
JB금융지주,전북은행아,-1
JB금융지주,배당도 주고 바로 주가상승 수익도 주고,1
JB금융지주,in 등장할때가 되었는데,1
JB금융지주,낼 팔까요,-1
JB금융지주,JB금융지주 말고 금비 상갈듯,1
JB금융지주,금융기관중 지븐 경쟁주다,1
JB금융지주,올해주주총회는대주주 일본계로바뀐다,1
JB금융지주,낭산아려용산멪돼지 암수 사냥한단다,1
JB금융지주,무림페이퍼 합병소리와 돈벌려면 제에코프로,1
JB금융지주,미련,-1
JB금융지주,은행주크게 낙폭한번올듯,1
JB금융지주,국장에만,-1
JB금융지주,떨어지면 계속 추매,1
JB금융지주,오늘 드뎌 봤는감,1
JB금융지주,예언,-1
JB금융지주,내년엔 더 어려워진다,-1
JB금융지주,계엄이후,-1
JB금융지주,삭제된 게시물의 답글 탄핵의 순기능 경제부터 죽,1
JB금융지주,배당기준일 언제예요,1
JB금융지주,넘 과한 욕심들을,1
JB금융지주,석열이의 계엄,1
JB금융지주,회사망했나요,-1
JB금융지주,JB금융지주 배당 정리 억 투자시 배당금,1
JB금융지주,배당받고 합병하면 제에코프로 주까와비등,1
JB금융지주,추가적인 자사주 매입이 필요한 시점,1
JB금융지주,윤석열이 얼마나 모지리짓을 한겨,1
JB금융지주,자꾸 내려가는 내 주식,1
JB금융지주,배당주나,-1
JB금융지주,오늘 드가도 될까요,1
JB금융지주,애들아,-1
넷마블,막판에 으로 만들기 위해 만주 이상 동,1
넷마블,기관 외인 블랙리스트로 낙인 찍히면,1
넷마블,어라이즈 스팀순위 위,1
넷마블,겁나 찍어누르네,1
넷마블,개월짜리 시레기게임,1
넷마블,언제 만 가노,-1
넷마블,엔씨 이상 상승,-1
넷마블,투자할거면 어디내놔도,1
넷마블,이제,-1
넷마블,뉴스는 호재거리만 올라오는데,1
넷마블,광고비만 줄여도 좀 영업이익좀 날텐데,1
넷마블,물을 타도 가능성 있는 회사에 물타야죠,1
넷마블,자사주소각과 배당이 기대됨,1
넷마블,오늘 쌍바닥 찍은거야 아닌거야,1
넷마블,뱀피르가즈아,-1
넷마블,엔씨오르넹,-1
넷마블,엔씨 반등했다,-1
넷마블,강한 넷마블,-1
넷마블,떨어질때 조금 떨어져서 희망주고,1
넷마블,오버드라이브 터지면 오르나,1
넷마블,넷마블 엔씨,-1
넷마블,니는 왜 빠지는건데,1
넷마블,넷마블 얘는 왜 이러는거임,1
넷마블,개노답주,-1
넷마블,넌 보합이라도가라,1
넷마블,반대매매 함 가즈아,-1
넷마블,넷마블 주주들은 차라리 잘됫다,1
넷마블,오늘은 약속의 금욜,1
넷마블,평단 만입니다,-1
넷마블,닉네임,-1
넷마블,세나리버스 게임 열심히 하다가,1
넷마블,수급좀 올려주세요,1
넷마블,악질기업,-1
넷마블,한국은 왜 게임주에 이렇게 가혹하나 한국,1
넷마블,크리스마스선물,-1
넷마블,지수 퍼 가니까,-1
넷마블,비트코인 폭락 풉,-1
넷마블,공매도치는중인데,1
넷마블,엔씨랑 같이 나락가는구나,1
넷마블,온갖 감언이설로 리포트 낸,1
넷마블,세상에 모든 악재는 넷마블이 흡수한다,1
넷마블,젊은층이 사라지는데 게임돈이 되것냐,1
넷마블,게임 출시의 불확실성,1
넷마블,아니 대체 이유가 뭔데,1
넷마블,게임주는 그냥 월봉 하나 보고,1
넷마블,겜주는 실발이,1
넷마블,오늘 하락으로서 당분간은 지지부진할 예정,1
넷마블,오늘,-1
넷마블,털릴 개미도 없는데 바겐세일을 왜 하지,1
넷마블,만원 간다,-1
넷마블,오늘도 반도체주 렐리에,1
넷마블,지타워도 곧 매각되겠네,1
넷마블,K 엑스포 UAE에 넷마블 참가,1
넷마블,다작의 허실,-1
넷마블,원화 하락은 넷마블에 더 좋다,1
넷마블,무이자라 부담줄겠네,1
넷마블,공시,-1
넷마블,음봉에서는 아주 신났네,1
넷마블,엔씨와 영혼의 단짝,1
넷마블,엔씨도 끝났고,1
넷마블,혈압오르는 움직임이네요,1
넷마블,공매도가 이 노다지를 포기할것같냐,1
넷마블,여기도 지옥,-1
넷마블,넷마블 욕하다가 옆집보니 여기가 천국이네,1
넷마블,엔씨보니 위안이 되네,1
넷마블,엔씨 보니 넷마블이 선녀다,1
넷마블,줏가가,-1
넷마블,아이온 폭망각 엔씨 케떡낙,1
넷마블,엔씨를 예견한 신한이 점지한 주식,1
넷마블,오른것도 없는데 같이 떨어지네,1
넷마블,매수 주의,-1
넷마블,안녕하세요 새로이 진입한 뉴비입니다,1
넷마블,여기는 여전하구나,-1
넷마블,새로운 리서치가 있어요,1
넷마블,국장은 세력이 관리,1
넷마블,이재명 민주당,-1
넷마블,당대표 국무총리,-1
넷마블,부채나 빨리 상환하자,1
넷마블,지수가 떨어져도,-1
넷마블,방준혁,-1
넷마블,계단식 하락,-1
넷마블,국장 미장시다바리가,1
넷마블,ESG 활동부터 접자 외부 관심도 없다,1
넷마블,일동안,-1
넷마블,하이브는 빨간데,1
넷마블,넷마블 하이브 절대 사지마라 쪽빡찬다 이게 주,1
넷마블,메릴린치는 계속,-1
넷마블,신한 저것들,-1
넷마블,넷마블 망했나요,-1
넷마블,그미래 공매도 족마블을 족치라,1
넷마블,지스타 전에나 모멘텀인거지,1
넷마블,이제 내릴 일만 남았네요,1
넷마블,일선 깨져서 던지나,1
넷마블,신한 만주로,-1
넷마블,못올리게 엄청 쳐막네,1
넷마블,게임주 박살 이유,-1
넷마블,물탐,-1
넷마블,올해 방가가 배당금 엄청나게 준다,1
넷마블,칠대죄 사전등록 얼마나 됐나,1
넷마블,개미털기 장난질이 넘 심하네,1
넷마블,넷마블,-1
넷마블,적게 오르고 많이 떨어지기,1
넷마블,엔씨 양전하자네,1
넷마블,회사측에서 무관심한것같군요,1
넷마블,뭐 이러냐,-1
넷마블,이게 주식이가 이게,1
넷마블,분기 연속 흑자 넷마블 지금이 저점일까 상,1
넷마블,아이온 대박나서,-1
넷마블,그나마 기대작 일곱개의대죄,1
넷마블,터졋다 눈탱이,1
넷마블,아이온 대박인데,-1
넷마블,금일의 공매도,-1
넷마블,역시 넷마블 진리의 금요일,1
넷마블,정배열에 조차 고점신호나오고 나락나왔는데,1
넷마블,일희일비 하지말고 기다려,1
넷마블,상 층,-1
넷마블,지스타도 일욜 땡,-1
넷마블,오늘 양전 마감,-1
넷마블,나혼랩 뱀서라이크,1
넷마블,암마블은 패싱이지,1
넷마블,차전지 바이오,-1
넷마블,언제 갓수,-1
넷마블,금요일은 처박는날,1
넷마블,어떤 자인지는 몰라도 차트에 그림 만들어,1
넷마블,예상하고 떠난지 하루만에 를 찍었네,1
넷마블,칠대죄 오리진 명불허전,1
넷마블,년째 물려있,-1
넷마블,카르마 배속으로 보는데도,1
넷마블,공매도 화이팅,-1
넷마블,내일은 불금,-1
넷마블,와 진짜,-1
넷마블,힘좀내봐,-1
넷마블,잘있어라 넷마블 담에보자,1
넷마블,하락장에 넷마블만 오르네,1
넷마블,찍고 다이빙후 가려는건가,1
넷마블,결전 참여 하려면 오늘 버텨야 하는 날 이구나,1
넷마블,하이브 덕 좀 보자,1
넷마블,기대한다,-1
넷마블,두달전 꼭 기억하세요,1
넷마블,악재 떳네,-1
넷마블,올해 최고 K게임은 넥슨 마비노기 모바일,1
넷마블,칠대죄 오리진 완성도는 높다,1
넷마블,내일 수능이라 시부터 시작한다함,1
넷마블,공매도화이팅,-1
넷마블,층이 난제네,-1
넷마블,칠대죄 오리진 예상,1
넷마블,수요일날 내린다고 하던넘 어디감,1
넷마블,심심풀이로 공매대장 메릴리츠 주식거래를 실시간,1
넷마블,겜 업종 신한증,-1
넷마블,인터넷 게임 산업전망 실체화의 시간,1
넷마블,한투 던지면 연기금 던지는날이라 못막아,1
넷마블,바닷속 따이빙,-1
넷마블,어닝스프라즈 실발,1
넷마블,올해 한정으로는,-1
넷마블,지스타,-1
넷마블,거래량봐라 게임주 오르니까 억지로 오른척하네,1
넷마블,오늘같은날 좀 많이 올려줘야지,1
넷마블,일곱개의 대죄 사전등록 얼마나 될까,1
넷마블,넷마블은 참 쉬운종목,1
넷마블,신작의 기대감이 도 없음,1
넷마블,와 주전에,-1
넷마블,평균 목표가 원,-1
넷마블,사진 한장으로 보는 리스크,1
넷마블,넷마블 분기 게임별 매출 비중,1
넷마블,마브렉스는 왜 갑자기 띅상하는거야,1
넷마블,넷마블 월봉 위로 일 선이 떠 있다 내린다,1
넷마블,사회적 이슈가 끝나면 하락한다,1
넷마블,아직도 차트로만 주식하는것들이 있네,1
넷마블,수요일 목요일 하락 세뇌 시켜드림,1
넷마블,역시 원에 묶여 있는 애들 못참고 나,1
넷마블,어짜피 내년까지 기다릴꺼,1
넷마블,방준혀기만 없어지면,1
넷마블,이 개미 자슥들 머리통 깨져봐야지,1
넷마블,넷마블 내리막 길이다,-1
넷마블,내일 개폭락 가즈아,-1
넷마블,거래량 봐라 흔든게아니고 그냥 올려서,1
넷마블,오늘 운전기사 누고,-1
넷마블,배낭 올해는 쫌 오를까,1
넷마블,오늘도 제자리,-1
넷마블,환율 미쳣네 넷마블은 환율로인해서,1
넷마블,영차 영차,-1
넷마블,너무좋아,-1
넷마블,한솔 적전 크게해도,1
넷마블,내가 어제 분명,-1
넷마블,이거 서서히 뒤지는거 같은데,1
넷마블,얘 코스피 시가총액 위 수준 아니었어,1
넷마블,장전 분위기는 별로네,1
넷마블,회사가 투자자의 신뢰를 잃어버렸다,1
넷마블,가는척 이 고점일수도 있음,1
넷마블,찍고 대망의 일선 가는날인가,1
넷마블,알리바바 위메이드 손잡고 블록체인 게임,1
넷마블,형이 분명 말했다,-1
넷마블,넷마블 무조건 담아야합니다,1
넷마블,방준혁만 죽으면 모든게 해결된다,1
대한전선,외인 프로그램 양아치 신한,1
대한전선,샀으면 걍 들고있어 사팔사팔 말고,1
대한전선,년전 옥순이,-1
대한전선,뒤통수 치는 대한전선,1
대한전선,이렇게 댕슈류 기 같은 주식은,1
대한전선,장투이건 중단투이건,1
대한전선,개미가 공매도 치는 물량들을 소화시킬 수 있,1
대한전선,내일도 하락,-1
대한전선,더 눌러라,-1
대한전선,계산이,-1
대한전선,내일은 상승 할꺼에욤,1
대한전선,외인들,-1
대한전선,드럽네,-1
대한전선,시초가를 흔드니까,1
대한전선,개미 주 대량매도 외인,1
대한전선,미수 다 털렸어,-1
대한전선,뭐야,-1
대한전선,원 정도로 계산하면,1
대한전선,너무 빠지네,-1
대한전선,얘는,-1
대한전선,서부,-1
대한전선,자 준비된 호재 주세요빨리,1
대한전선,모건이 오후장에만 만주 매수했네,1
대한전선,씩 야금야금 쳐내리누,1
대한전선,회복을 못 했네요,1
대한전선,이번주 좀올라 손절기회라도 줄지 궁금하다,1
대한전선,마감,-1
대한전선,몇일째하락만하는거니,1
대한전선,돈이 없는게,-1
대한전선,개한이는,-1
대한전선,고점대비 빠지면 담아야지,1
대한전선,Cb물량 천만주 카운트다운에 리픽싱도 걸려있네,1
대한전선,모건스탠리 만주 순매수,1
대한전선,금요일 폭락 시키고 오늘 낙폭을 만회 하지 못,1
대한전선,매도물량이 끝없이 나오네,1
대한전선,성투하시길 만 먹고 갑니다 찝찝하네,1
대한전선,외국인따라 매수하는데,1
대한전선,신한을 비롯한 공매 세력들,1
대한전선,외인 프로그램 신한,-1
대한전선,자 슬슬,-1
대한전선,대한전선 리포트 유투버 어제 까지 만원 간,1
대한전선,지금부터 우리의 대한열차 출발 합니다,1
대한전선,줍다가 올라가 버리네,1
대한전선,원 지키면 상승한다,1
대한전선,환율 오르니까,-1
대한전선,하루에 프로씩 꾸준하게 빼네 올릴땐얼마나힘들,1
대한전선,부터 이삭줍기 하는데,1
대한전선,일날 반등하고 치고 올라갈줄 알았더만,1
대한전선,아직들고 있는사람 없지,1
대한전선,내일은 심각하게 박살나는 시장이 될듯합니다,1
대한전선,상한가,-1
대한전선,걱정마세요,-1
대한전선,원짜리 만주 상장으로 하락,1
대한전선,kb 정체가 뭐냐,1
대한전선,아침에 잘던졌네,1
대한전선,돌아온 외인,-1
대한전선,나도 손실 중인데,1
대한전선,원까지 열어둬라 진짜 개망이,1
대한전선,대한전선 일 연속 하락,1
대한전선,조만간 숏커버 나올수 있는 구간 돌입,1
대한전선,호남기업맞네,-1
대한전선,이제 호흡기 떼는거냐,1
대한전선,오늘 사려고 했는데,1
대한전선,두산에너빌리티,1
대한전선,오만,-1
대한전선,글쓴거보렴,-1
대한전선,아이고 가온보다,1
대한전선,외국인 사는건,-1
대한전선,역시 먹고나온 사람이 승자,1
대한전선,진심으로,-1
대한전선,이거 가만히 보니,-1
대한전선,개튜버들,-1
대한전선,천원 이상 빠질수도 있어 지금 파는게 좋을껄,1
대한전선,욕 나오네,-1
대한전선,시장이 점점 무너지고 있습니다,1
대한전선,일선 찍으러가냐,1
대한전선,역시 대단한 호반,-1
대한전선,원까지 빠질수도 있다고 생각하고 만,1
대한전선,지금 살까말까 고민되는분들,1
대한전선,공시 나와도,-1
대한전선,줍줍,-1
대한전선,사천,-1
대한전선,올릴 생각이면 일날 공시도 나왔겠다 다,1
대한전선,구멍가계,-1
대한전선,월 월초에 무조건 올라가야된다,1
대한전선,만원대 깨지면 사라 크게 봤을때,1
대한전선,월초 상승예상합니다,1
대한전선,담주에 움직이겠다,1
대한전선,요즘은 개튜버들,1
대한전선,곧 대반전 나온다,1
대한전선,이건,-1
대한전선,본전오면 그땐 판다,1
대한전선,작전하기 딱 좋은 주식,1
대한전선,이제 팔 놈들 다 팔았다,1
대한전선,인공지능 전기 재건에 전기,1
대한전선,좀 올리줄때 됐는데,1
대한전선,졸라지치네 잡세력들,1
대한전선,겁이 그렇게 많아서,1
대한전선,환율 폭동,-1
대한전선,유튜버들 만 간다고 하더니,1
대한전선,마음이 힘든 구간이겠군,1
대한전선,개미 탈탈털리네,-1
대한전선,신용 죽었다고 복창해라 지옥구경하는 거야,1
대한전선,많이 올랐다,-1
대한전선,힘드시겠어요,-1
대한전선,매매 마감,-1
대한전선,개머냐,-1
대한전선,ls마린보다 월등히 좋은 종목이라 생각했는데,1
대한전선,공시 나오는 기미가 보이니까,1
대한전선,하아 층인데,-1
대한전선,오늘도,-1
대한전선,개잡주,-1
대한전선,끝이 안보이네,-1
대한전선,하한가 하한가 신나는 노래,1
대한전선,운전이 정말 못됐네,1
대한전선,개OOO 같은 종목,1
대한전선,오늘 공시 나와도 만원대는,1
대한전선,충심으로 한말씀 드립니다,1
대한전선,재건주가 움직인다,-1
대한전선,이정도 뺏으면됐다,1
대한전선,대한전선 거래일 연속 하락의 의,1
대한전선,거짓말이야,-1
대한전선,기관 금투 느그머하노 느그가 주가올리놓고,1
대한전선,넘 올랐어,-1
대한전선,세력의 심리,-1
대한전선,결국은 전력설비,1
대한전선,별로 올리기 싫은가보다,1
대한전선,주만 남기고,-1
대한전선,하하하,-1
대한전선,전선 똥가리,-1
대한전선,아 오늘도,-1
대한전선,카타르 수주,-1
대한전선,추가매수드가즈아,1
대한전선,한투 저놈들은 만주 이상 팔고도,1
대한전선,내가 그렇게 팔라고 했건만,1
대한전선,잡주중에 상잡주네,1
대한전선,그지 같은걸 사서,-1
대한전선,수주공시 띄우고 이렇게 하락시키는 종목은,1
대한전선,속보 원 붕괴,-1
대한전선,깨졌으면 뭐다 이제 까지 직행이다,1
대한전선,모르고 계시면 안됩니다,1
대한전선,개한이,-1
대한전선,진지하게 여쭤봅니다,1
대한전선,년 데자뷰 고점 만원 만원,1
대한전선,끝났나,-1
대한전선,기사에서 온갖 불안한 소식 전하지,1
대한전선,대한전선 일 동안 연속하락,1
대한전선,이놈들도 주가를 떨궈서 매집하네,1
대한전선,까지 느긋하게 기다리거라,1
대한전선,하락이다,-1
대한전선,좀가자,-1
대한전선,이건 뭐,-1
대한전선,달려라 달려 시브레꺼,1
대한전선,오늘도 하락이다,-1
대한전선,호반그룹이 더 사라,1
대한전선,쌀때 담아라,-1
대한전선,분위기 초상집같이 안티들 설치는거보니,1
대한전선,이미망한 흐름,-1
대한전선,원이라고 혔냐 안혔냐,1
대한전선,설마 상승 할것이란 맘에,1
대한전선,반도체 가격 급등 반도체가 급등하는데,1
대한전선,대한전선 만원 기원 일차,1
대한전선,대한 만세,-1
대한전선,전환사채 곧 다가온다,1
대한전선,년말 배당 공지나 띄워라,1
대한전선,대한전선,-1
대한전선,LS지분팔아서,-1
대한전선,동자동 빠따다,-1
대한전선,년 후 대한전선 얼마 목표가 보시나요,1
대한전선,지금은 윌리엄 오닐의 컵위드핸들의,1
대한전선,배당 원 이상주면 승리자여,1
대한전선,찍 들아,-1
대한전선,주말 안티들 총출동,-1
대한전선,Ls전선 매도,-1
대한전선,예언,-1
대한전선,전라도 대한전선 월요일 하한가 대폭락,1
대한전선,어찌할꼬,-1
대한전선,소설은 이제 그만,-1
대한전선,일선,-1
대한전선,잘은 모르지만 차트상,1
대한전선,담주,-1
대한전선,챤티를 경계하라,-1
대한전선,한국피아이엠,-1
대한전선,금요일 흐름봐서는 이제 대한전선,1
대한전선,지금이자리맞죠,-1
대한전선,이거이 개월 들고 있었는데,1
대한전선,담주 올라간다,-1
LG생활건강,이선주도 가망 없다,1
LG생활건강,개잡주 다 됐네,-1
LG생활건강,상해 플러스다,-1
LG생활건강,물렸어요,-1
LG생활건강,죽을 해석 잘해보지고 답이 있,1
LG생활건강,형이다 아직도 안 판 흑우들 없제,1
LG생활건강,마지막 사나이테스트인가,1
LG생활건강,형이다 에서 팔라했제,1
LG생활건강,정말,-1
LG생활건강,엉아 억들어 갓다,1
LG생활건강,일단,-1
LG생활건강,참 무능한 회사다,-1
LG생활건강,나스닥 조정 들어가기시작하면,1
LG생활건강,연말 크리스마스트리,-1
LG생활건강,오프라인 축소 구조조정,-1
LG생활건강,AI 생건이다 앞으로 기업명 바꾸자 생건,1
LG생활건강,선주 도 정애 냄새 나쥬,1
LG생활건강,선주 대표는 도대체 뭐해,1
LG생활건강,형 또왔다 에 팔라했제,1
LG생활건강,하여간 매국노 들 연기금하고는 진자,1
LG생활건강,오전 매도 우크라이나 괁련주에 매수,1
LG생활건강,매출 꼴아박아도 기부는 프로나 증가,1
LG생활건강,또 이대출신 사장은 이대출신 이정애사장 닮,1
LG생활건강,새 대표 선주 실체가 있는 거야,1
LG생활건강,코카콜라,-1
LG생활건강,환율 존나 오르니까 공매도 존나 하는 주식,1
LG생활건강,점심 머먹냐,-1
LG생활건강,얘들아 대세는 AI 반도체다,1
LG생활건강,선주 누나야 어케좀 해봐욥 미치것음다,1
LG생활건강,자사주 소각 공시 곧 나올거같은데,1
LG생활건강,느껴지나요 넘들 어디있니 많이 느끼고 있,1
LG생활건강,한일령이 바꿀 여행지도 수혜주는 한국,1
LG생활건강,선주야 시간 얼마 못준다 알아서좀 해라,1
LG생활건강,개미들이 털리고 있는게 수급이 좋아보이는데,1
LG생활건강,항상 느끼지만,-1
LG생활건강,진짜 생건이는 박스권매매가 답이네,1
LG생활건강,기가찬다 선주야 뭐라도 좀해라,1
LG생활건강,못 오르는 이유,-1
LG생활건강,이재명이 매국 이완용처럼 나라를 중국에,1
LG생활건강,오늘 상한가 가자,-1
LG생활건강,좀비기업에 좀비주주들,1
LG생활건강,불쌍한 이개잡주 주주들,1
LG생활건강,오늘은 상한가 가자,1
LG생활건강,더본코리아보다 못한 주식,1
LG생활건강,만원 갔던 주식이,1
LG생활건강,모든 대장주들은 주가가 고공행진했는데,1
LG생활건강,기부는 에바이긴함,1
LG생활건강,화장품 접고 제약 사업 음료로가자니깐,1
LG생활건강,그래 기부좀 줄이면 좋겠다,1
LG생활건강,내주변에 윈수같은넘 하나있는데,1
